CountryCode,SeriesCode,DESCRIPTION
"CYM","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 2006-2015: country data."
"CYM","IT.NET.BBND","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CYM","SP.POP.GROW","Data source: United Nations World Population Prospects"
"CYM","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CYM","IT.MLT.MAIN.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"CYM","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYM","SP.DYN.CBRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"CYM","IT.MLT.MAIN","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYM","IT.CEL.SETS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","SP.DYN.LE00.MA.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"CYM","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"CYM","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
"CYM","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYM","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2015: country data."
"CYM","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"CYM","SP.DYN.CDRT.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYM","IT.NET.BBND.P2","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYM","IT.NET.USER.ZS","Cable and Wireless (W.I.) Ltd. (C&W). Information and Communications Technology Authority."
"CYM","SP.DYN.LE00.FE.IN","Data source: Economics and Statistics Office of Government of the Cayman Islands"
"CYP","SL.TLF.ACTI.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.TLF.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","PA.NUS.FCRF","Data are reported in Cypriot pounds until 2009, in euro from 2010."
"CYP","NY.GNP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NY.GNP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GNP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GNP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SM.POP.NETM","Data source: United Nations World Population Prospects"
"CYP","SL.TLF.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.TLF.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.CACT.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.CACT.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","NY.GNP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GNP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.TLF.CACT.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.POP.GROW","Data source: United Nations World Population Prospects"
"CYP","NY.GNP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SL.TLF.PART.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NY.GNP.MKTP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.TLF.ACTI.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ACTI.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.TLF.PART.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"CYP","IT.MLT.MAIN","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"CYP","SL.TLF.PART.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SL.UEM.1524.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.1524.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.ADVN.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","IT.NET.BBND","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SL.EMP.1524.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.BASC.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.1524.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.BASC.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.1524.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.EMP.SMGT.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.BASC.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.INTM.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.INTM.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.INTM.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.NEET.FE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.TOTL.SP.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.TOTL.SP.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.EMP.TOTL.SP.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.UEM.NEET.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.TOTL.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.NEET.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.TOTL.FE.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.UEM.TOTL.MA.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"CYP","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Northern-Cyprus."
"CYP","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","IT.NET.USER.ZS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"CYP","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CYP","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Northern-Cyprus."
"CYP","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"CYP","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"CYP","IT.NET.BBND.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.DYN.TO65.FE.ZS","Including Northern-Cyprus."
"CYP","MS.MIL.XPND.CD","1985-2003 SIPRI estimates."
"CYP","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"CYP","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: Passenger Survey, conducted by the Statistical Service of Cyprus."
"CYP","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","SP.DYN.TO65.MA.ZS","Including Northern-Cyprus."
"CYP","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CYP","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.TLF.ADVN.MA.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","SL.TLF.ADVN.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SL.UEM.1524.NE.ZS","Data from EU Labour Force Survey cover the areas of Cyprus controlled by the Government of the Republic of Cyprus only."
"CYP","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"CYP","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","IT.MLT.MAIN.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","MS.MIL.XPND.CN","1985-2003 SIPRI estimates."
"CYP","IT.CEL.SETS","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","IT.CEL.SETS.P2","Cyprus Telecommunications Authority (CYTA). 2007: Office of the Commissioner for Electronic Communications and Postal Regulation."
"CYP","SP.ADO.TFRT","Including Northern-Cyprus."
"CYP","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SP.POP.0014.FE.ZS","Including Northern-Cyprus."
"CYP","NY.GDP.PCAP.PP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GDP.PCAP.PP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GDP.PCAP.KN","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"CYP","NY.GDP.PCAP.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GDP.PCAP.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GDP.PCAP.CN","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.GDP.PCAP.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SP.POP.BRTH.MF","Including Northern-Cyprus."
"CYP","SP.POP.65UP.TO.ZS","Including Northern-Cyprus."
"CYP","SP.POP.65UP.MA.ZS","Including Northern-Cyprus."
"CYP","SP.POP.65UP.FE.ZS","Including Northern-Cyprus."
"CYP","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NY.ADJ.NNTY.PC.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","NY.ADJ.NNTY.PC.CD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NE.CON.PRVT.PC.KD.ZG","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","SP.POP.1564.TO.ZS","Including Northern-Cyprus."
"CYP","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","NE.CON.PRVT.PC.KD","Data are for areas under the effective control of the Government of the Republic of Cyprus."
"CYP","MS.MIL.XPND.ZS","1985-2003 SIPRI estimates."
"CYP","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CYP","SP.POP.TOTL.FE.ZS","Including Northern-Cyprus."
"CYP","SP.POP.TOTL.MA.ZS","Including Northern-Cyprus."
"CYP","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"CYP","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CYP","MS.MIL.XPND.GD.ZS","1985-2003 SIPRI estimates."
"CYP","SP.POP.1564.MA.ZS","Including Northern-Cyprus."
"CYP","SP.POP.1564.FE.ZS","Including Northern-Cyprus."
"CYP","SP.POP.0014.TO.ZS","Including Northern-Cyprus."
"CYP","SP.POP.0014.MA.ZS","Including Northern-Cyprus."
"CZE","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Domestic and Outbound Tourism Survey and TSA. Long trips + short trips."
"CZE","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistical Year Book, Czech Statistical Office"
"CZE","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. TSA of the Czech Republic. 2019: preliminary data."
"CZE","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IT.NET.BBND.P2","Ministry of Economy. Czech Telecommunication Office."
"CZE","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CZE","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SP.DYN.CDRT.IN","Data source: Eurostat"
"CZE","SP.POP.TOTL","Data source: Eurostat, Czech Statistical Office"
"CZE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"CZE","IT.NET.USER.ZS","Ministry of Economy. Czech Telecommunication Office."
"CZE","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IS.RRS.GOOD.MT.K6","Source: OECD"
"CZE","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","IT.NET.BBND","Ministry of Economy. Czech Telecommunication Office."
"CZE","IT.CEL.SETS.P2","Ministry of Economy. Czech Telecommunication Office."
"CZE","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CZE","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"CZE","SM.POP.NETM","Data source: United Nations World Population Prospects"
"CZE","IT.MLT.MAIN","Ministry of Economy. Czech Telecommunication Office."
"CZE","SP.POP.GROW","Data source: Eurostat, Czech Statistical Office"
"CZE","SP.DYN.TFRT.IN","Data source: Eurostat, Czech Statistical Office"
"CZE","SP.DYN.CBRT.IN","Data source: Eurostat"
"CZE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"CZE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"CZE","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"CZE","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IT.MLT.MAIN.P2","Ministry of Economy. Czech Telecommunication Office."
"CZE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistical Year Book, Czech Statistical Office"
"CZE","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
"CZE","IS.RRS.PASG.KM","Source: OECD"
"CZE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"CZE","IT.CEL.SETS","Ministry of Economy. Czech Telecommunication Office."
"CZE","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership."
